100009	0.342
100005	0.164
100003	0.058
100004	0.478
100006	0.51
100007	0.383
100008	0.716
100010	0.131
100001	0.148
100000	0.456
143	0.001
78	0.001
61	0.001
968	0.217
427	0.437
1115	0.444
421	0.04
1349	0.325
571	0.448
363	0.16
1386	0.013
169	0.434
453	0.041
631	0.146
420	0.123
254	0.14
601	0.661
136	0.524
662	0.786
1014	0.288
1182	0.106
873	0.31
62	0.02
874	0.35
687	0.272
214	0.24
297	0.109
1070	0.122
1175	0.165
1143	0.021
203	0.283
975	0.408
235	0.495
607	0.382
153	0.348
596	0.399
96	0.447
1183	0.013
71	0.373
124	0.365
367	0.324
130	0.321
464	0.219
272	0.183
516	0.22
73	0.244
149	0.521
111	0.001
503	0.569
475	0.06
1163	0.029
1123	0.342
1055	0.259
160	0.007
951	0.476
561	0.097
434	0.271
608	0.437
385	0.398
439	0.256
387	0.35
805	0.007
442	0.189
762	0.546
537	0.357
829	0.274
822	0.239
767	0.35
299	0.372
570	0.431
659	0.503
234	0.149
1098	0.4
1378	0.042
741	0.158
152	0.326
563	0.592
552	0.369
637	0.085
862	0.195
703	0.512
895	0.034
336	0.471
501	0.306
346	0.291
624	0.69
1008	0.74
738	0.337
902	0.609
395	0.158
582	0.154
714	0.061
1149	0.163
1028	0.222
565	0.348
785	0.282
722	0.263
583	0.152
787	0.158
1065	0.224
867	0.374
389	0.229
644	0.176
403	0.348
426	0.087
532	0.7
1080	0.241
943	0.426
147	0.122
208	0.177
1024	0.426
120	0.572
980	0.003
174	0.048
764	0.316
1012	0.23
241	0.08
228	0.05
778	0.033
164	0.259
280	0.263
527	0.012
557	0.1
1230	0.421
816	0.166
1036	0.211
180	0.29
372	0.481
341	0.389
796	0.184
894	0.2
495	0.016
879	0.252
309	0.086
730	0.24
955	0.287
418	0.307
291	0.08
594	0.193
1253	0.431
431	0.27
115	0.002
1475	0.403
667	0.052
718	0.138
839	0.239
840	0.704
1062	0.403
277	0.205
460	0.025
