100009	0.2257
100005	0.121
100003	0.0791
100004	0.1325
100006	0.3526
100007	0.4198
100008	0.0814
100002	0.2036
100010	0.1766
100001	0.1006
100000	0.321
100013	0.3476
100014	0.4553
100015	0.4096
100016	0.4275
100017	0.3204
100018	0.1878
100019	0.1259
100020	0.1908
100021	0.1868
100022	0.1978
143	0.000943
78	0.000551
61	0.001537
968	0.3411
427	0.3654
1115	0.3379
421	0.05091
1349	0.2814
571	0.2912
363	0.1044
1386	0.01265
169	0.1415
453	0.1604
631	0.1881
420	0.1014
254	0.07189
601	0.1677
136	0.1844
662	0.6933
1014	0.3221
1182	0.2669
873	0.2652
62	0.0258
874	0.2295
687	0.2792
214	0.2766
297	0.07042
1070	0.1518
1175	0.1388
1143	0.01834
203	0.2099
975	0.2418
235	0.7413
607	0.3683
153	0.1338
596	0.172
96	0.2293
1183	0.03856
71	0.3771
124	0.2885
367	0.453
130	0.2134
464	0.158
272	0.2086
516	0.3312
73	0.2674
149	0.5539
111	0.000682
503	0.4436
475	0.07337
1163	0.03918
1123	0.4029
1055	0.3107
160	0.008952
951	0.1604
561	0.09534
434	0.1673
608	0.4889
385	0.5414
439	0.117
387	0.2222
805	0.007175
442	0.2265
762	0.2055
537	0.305
829	0.2435
822	0.1087
767	0.4712
299	0.1852
570	0.217
659	0.3118
234	0.1395
1098	0.4622
1378	0.001569
741	0.07722
152	0.2506
563	0.2822
552	0.1761
637	0.05236
862	0.1372
703	0.4807
895	0.24
336	0.4418
501	0.3204
346	0.5763
624	0.3576
1008	0.7272
738	0.4747
902	0.1851
395	0.08889
582	0.2347
714	0.0418
1149	0.187
1028	0.04981
565	0.293
785	0.2742
722	0.07644
583	0.1511
787	0.1238
1065	0.1365
867	0.09873
389	0.2871
644	0.304
403	0.2024
426	0.3816
532	0.3315
1080	0.2099
943	0.3964
147	0.2173
208	0.1772
1024	0.3154
120	0.3908
980	0.1113
174	0.07149
764	0.1341
1012	0.2651
241	0.2542
228	0.06626
778	0.03897
164	0.1607
280	0.3546
527	0.0157
557	0.3205
1230	0.1866
816	0.3159
1036	0.329
180	0.1789
372	0.1548
341	0.232
796	0.1703
894	0.3757
495	0.01631
879	0.3592
309	0.1001
730	0.4551
955	0.1792
418	0.2063
291	0.0868
594	0.102
1253	0.4101
431	0.4029
115	0.004499
1475	0.6818
667	0.1427
718	0.0768
839	0.3233
840	0.2125
1062	0.2719
277	0.0228
313	0.1915
531	0.1765
733	0.1473
308	0.1553
603	0.2992
1101	0.2928
935	0.07999
630	0.5094
905	0.2421
984	0.4447
1	0.000457
386	0.2155
887	0.1929
366	0.241
1461	0.1155
1240	0.2139
121	0.04455
1131	0.4147
731	0.09838
597	0.07773
301	0.2838
477	0.06954
343	0.1292
732	0.6873
438	0.04975
251	0.4136
827	0.01063
828	0.0227
871	0.2529
1294	0.14
564	0.2605
1460	0.742
388	0.01954
952	0.3196
1471	0.2873
791	0.166
1431	0.1033
1295	0.3638
382	0.3059
710	0.2347
628	0.01962
455	0.04911
533	0.07961
345	0.0184
