100009	0.2949
100005	0.1083
100003	0.07452
100004	0.2307
100006	0.08887
100007	0.4046
100008	0.4555
100002	0.2117
100010	0.2774
100001	0.09234
100000	0.4677
100013	0.6395
100014	0.4277
100015	0.2367
100016	0.3354
100017	0.3419
100018	0.3983
100019	0.06949
100020	0.1417
100021	0.1753
100022	0.1332
143	0.000989
78	0.000482
61	0.00016
968	0.2634
427	0.2265
1115	0.31
421	0.05219
1349	0.302
571	0.2626
363	0.1124
1386	0.01093
169	0.1685
453	0.07291
631	0.1497
420	0.0617
254	0.09139
601	0.1625
136	0.3585
662	0.4068
1014	0.2992
1182	0.2132
873	0.3232
62	0.02253
874	0.2871
687	0.1594
214	0.3525
297	0.0717
1070	0.1559
1175	0.1248
1143	0.02251
203	0.1865
975	0.4083
235	0.4669
607	0.327
153	0.1654
596	0.2226
96	0.2736
1183	0.04733
71	0.4218
124	0.3574
367	0.5097
130	0.3399
464	0.1285
272	0.1421
516	0.2293
73	0.3267
149	0.4733
111	0.000428
503	0.4181
475	0.06112
1163	0.03051
1123	0.2686
1055	0.2481
160	0.005194
951	0.2224
561	0.04849
434	0.1332
608	0.3989
385	0.3403
439	0.1181
387	0.2167
805	0.008349
442	0.2653
762	0.16
537	0.2192
829	0.2305
822	0.1195
767	0.3042
299	0.3353
570	0.136
659	0.3219
234	0.1469
1098	0.2293
1378	0.001884
741	0.04744
152	0.205
563	0.1464
552	0.09672
637	0.05474
862	0.1687
703	0.3442
895	0.2365
336	0.3942
501	0.3292
346	0.4294
624	0.3119
1008	0.8146
738	0.4528
902	0.1343
395	0.1079
582	0.1854
714	0.03616
1149	0.1226
1028	0.1211
565	0.2588
785	0.3685
722	0.08498
583	0.0961
787	0.1087
1065	0.3086
867	0.08256
389	0.1917
644	0.1763
403	0.1372
426	0.3266
532	0.4413
1080	0.2387
943	0.4951
147	0.1456
208	0.09248
1024	0.1789
120	0.2799
980	0.1027
174	0.03515
764	0.1421
1012	0.179
241	0.2112
228	0.1225
778	0.03335
164	0.1469
280	0.2493
527	0.008552
557	0.2553
1230	0.2185
816	0.3421
1036	0.3116
180	0.1076
372	0.2885
341	0.1433
796	0.1923
894	0.2492
495	0.01764
879	0.2034
309	0.1088
730	0.5709
955	0.07421
418	0.08171
291	0.04625
594	0.1015
1253	0.239
431	0.4242
115	0.00485
1475	0.4317
667	0.164
718	0.1008
839	0.3973
840	0.1899
1062	0.2871
277	0.04267
313	0.2409
531	0.1774
733	0.1576
308	0.08455
603	0.3154
1101	0.1593
935	0.03724
630	0.5478
905	0.08721
