100009	0.1933
100005	0.06176
100003	0.04533
100004	0.2749
100006	0.08779
100007	0.3999
100008	0.3548
100002	0.3313
100010	0.466
100001	0.07393
100000	0.329
100013	0.4661
100014	0.2714
100015	0.1666
100016	0.5628
100017	0.4663
100018	0.2254
100019	0.1061
100020	0.1668
100021	0.2312
100022	0.1474
143	0.000673
78	0.000404
61	0.000133
968	0.2662
427	0.3177
1115	0.3324
421	0.05872
1349	0.2222
571	0.3319
363	0.1239
1386	0.01001
169	0.1512
453	0.07183
631	0.1294
420	0.06892
254	0.1595
601	0.1645
136	0.378
662	0.6705
1014	0.2637
1182	0.1703
873	0.2189
62	0.01787
874	0.2578
687	0.1624
214	0.2984
297	0.06073
1070	0.1052
1175	0.1325
1143	0.0303
203	0.1415
975	0.2231
235	0.4157
607	0.4356
153	0.1563
596	0.2748
96	0.3348
1183	0.03668
71	0.3556
124	0.3584
367	0.3592
130	0.3396
464	0.113
272	0.2222
516	0.1868
73	0.4347
149	0.4784
111	0.000434
503	0.6106
475	0.06688
1163	0.02933
1123	0.1393
1055	0.207
160	0.004111
951	0.3392
561	0.04686
434	0.1854
608	0.5153
385	0.4183
439	0.1805
387	0.133
805	0.008627
442	0.19
762	0.2518
537	0.2139
829	0.1972
822	0.1157
767	0.1808
299	0.2672
570	0.3059
659	0.3321
234	0.1782
1098	0.2043
1378	0.002006
741	0.06295
152	0.2211
563	0.2858
552	0.08539
637	0.04854
862	0.1259
703	0.5513
895	0.2036
336	0.5146
501	0.3767
346	0.475
624	0.4748
1008	0.6398
738	0.4827
902	0.1447
395	0.1126
582	0.1878
714	0.0341
1149	0.1007
1028	0.07148
565	0.2229
785	0.1665
722	0.1061
583	0.1618
787	0.1411
1065	0.2658
867	0.07271
389	0.2382
644	0.1361
403	0.1098
426	0.247
532	0.5334
1080	0.1261
943	0.489
147	0.1311
208	0.1376
1024	0.2947
120	0.1929
980	0.1087
174	0.03563
764	0.2579
1012	0.2384
241	0.1845
228	0.1282
778	0.008345
164	0.1536
280	0.1894
527	0.006717
557	0.3144
1230	0.1979
816	0.3373
1036	0.3145
180	0.1321
372	0.2687
341	0.1662
796	0.1752
894	0.2305
495	0.01575
879	0.2949
309	0.09776
730	0.4769
955	0.1177
418	0.196
291	0.04282
594	0.1284
1253	0.3465
431	0.2351
115	0.006011
1475	0.4552
667	0.1367
718	0.475
839	0.1182
840	0.1744
1062	0.2944
277	0.04807
313	0.2928
531	0.2374
733	0.2201
308	0.1188
603	0.3906
1101	0.1339
935	0.0745
630	0.4204
905	0.2481
984	0.2071
1	0.000153
386	0.08423
887	0.1084
366	0.1721
1461	0.1593
1240	0.3426
121	0.0397
1131	0.5565
731	0.1113
597	0.1268
301	0.2301
477	0.04968
343	0.1543
732	0.7617
438	0.03897
251	0.3116
827	0.01269
828	0.01735
871	0.2414
1294	0.1479
564	0.2166
1460	0.8119
388	0.023
952	0.345
1471	0.1909
791	0.1694
1431	0.09873
1295	0.3392
382	0.2114
710	0.2777
628	0.02719
455	0.0533
533	0.08123
345	0.01032
1180	0.1879
379	0.02292
1148	0.361
352	0.02921
1312	0.1022
72	0.0909
1391	0.1148
374	0.197
773	0.06971
1379	0.3111
617	0.2489
192	0.2188
505	0.4231
432	0.01359
236	0.01283
1433	0.02813
467	0.05657
928	0.1584
347	0.07123
1448	0.1528
110	0.01635
