100009	0.067170
100005	0.076370
100003	0.071560
100004	0.059330
100006	0.179300
100007	0.433700
100008	0.099280
100002	0.351500
100010	0.104400
100001	0.064450
100000	0.228400
100013	0.374100
100014	0.451000
100015	0.211000
100016	0.448500
100017	0.563800
100018	0.280300
100019	0.093210
100020	0.075750
100021	0.159400
100022	0.143400
143	0.001458
78	0.000561
61	0.001438
968	0.369300
427	0.305500
1115	0.325800
421	0.049400
1349	0.273900
571	0.215600
363	0.119300
1386	0.011360
169	0.105200
453	0.134000
631	0.200800
420	0.072740
254	0.155300
601	0.168500
136	0.307400
662	0.620100
1014	0.292900
1182	0.244700
873	0.382800
62	0.024960
874	0.242500
687	0.249900
214	0.282900
297	0.058360
1070	0.174000
1175	0.136800
1143	0.017660
203	0.169100
975	0.224200
235	0.402600
607	0.480700
153	0.100500
596	0.246800
96	0.236000
1183	0.031730
71	0.402500
124	0.198200
367	0.372400
130	0.275200
464	0.168700
272	0.236000
516	0.371000
73	0.237700
149	0.473500
111	0.000617
503	0.525000
475	0.080590
1163	0.043840
1123	0.393900
1055	0.300300
160	0.009077
951	0.317500
561	0.070290
434	0.138900
608	0.363000
385	0.464700
439	0.143400
387	0.152600
805	0.009485
442	0.200600
762	0.250900
537	0.250000
829	0.218500
822	0.170200
767	0.356700
299	0.238000
570	0.309000
659	0.246200
234	0.162000
1098	0.270600
1378	0.002020
741	0.078510
152	0.242800
563	0.219600
552	0.094160
637	0.067910
862	0.111400
703	0.529500
895	0.245500
336	0.471100
501	0.349200
346	0.482900
624	0.625600
1008	0.810500
738	0.134600
902	0.335500
395	0.117600
582	0.199100
714	0.039710
1149	0.094450
1028	0.046730
565	0.218300
785	0.187000
722	0.109700
583	0.170800
787	0.139600
1065	0.238400
867	0.061050
389	0.368000
644	0.236600
403	0.121500
426	0.358700
532	0.315700
1080	0.269400
943	0.527000
147	0.273000
208	0.148000
1024	0.518200
120	0.244800
980	0.089490
174	0.051420
764	0.118000
1012	0.313100
241	0.246100
228	0.118100
778	0.028660
164	0.164900
280	0.286700
527	0.018220
557	0.315600
1230	0.243400
816	0.310500
1036	0.309300
180	0.193000
372	0.208800
341	0.234200
796	0.186400
894	0.413200
495	0.019560
879	0.232800
309	0.096840
730	0.423200
955	0.073080
418	0.154500
291	0.060600
594	0.184600
1253	0.395600
431	0.299800
115	0.003978
1475	0.617900
667	0.166000
718	0.131200
839	0.180300
840	0.152500
1062	0.144500
277	0.021710
313	0.242600
531	0.260300
733	0.178700
308	0.132500
603	0.280800
1101	0.278300
935	0.106200
630	0.539200
905	0.291300
984	0.599200
1	0.000450
386	0.236100
887	0.100200
366	0.143900
1461	0.186100
1240	0.241900
121	0.054730
1131	0.385200
731	0.126400
597	0.107900
301	0.208000
477	0.071800
343	0.164000
732	0.770700
438	0.052590
251	0.374600
827	0.012100
828	0.027390
871	0.196800
1294	0.159000
564	0.485200
1460	0.840300
388	0.019730
952	0.317800
1471	0.303800
791	0.201400
1431	0.136600
1295	0.353600
382	0.324800
710	0.202300
628	0.020330
455	0.070880
533	0.082000
345	0.016900
1180	0.211300
379	0.013890
1148	0.313200
352	0.041370
1312	0.096490
72	0.080650
1391	0.069050
374	0.150800
773	0.036340
1379	0.348000
617	0.182000
192	0.169200
505	0.499200
432	0.015150
236	0.006606
1433	0.026110
467	0.051750
928	0.333400
347	0.089270
1448	0.182000
110	0.025760
